word,age_of_acquisition,frequency_per_million
you,4.34609,41857.1
i,2.79016,39971.2
the,3.98375,29449.2
to,3.95178,22677.8
a,2.89338,20415.3
it,4.39937,18896.3
that,5.52901,14111.3
and,4.56988,13387.8
of,4.54857,11577.2
what,3.85586,9842.45
in,3.68535,9773.41
me,3.28038,9241.94
we,5.03879,9011.9
this,4.93222,7978.73
he,3.81324,7637.2
on,4.00506,6955.73
for,4.38871,6895.1
my,2.71556,6762.73
your,4.10097,6445.39
have,3.72,6161.41
do,3.6,6135.59
no,2.71556,5971.55
be,5.11,5746.76
know,4.5,5721.18
not,3.88783,5424.96
can,4.32,5247.45
all,4.23952,5161.86
with,4.442,5048.33
just,7.01034,4749.14
get,3.17,4583.76
here,3.73864,4525.25
but,4.60185,4417.47
there,5.25193,4348.12
so,5.14536,4244.16
they,4.87894,4102.94
right,4.34609,4008.39
like,3.68535,3998.96
out,3.28038,3865.31
go,3.37,3793.04
she,3.56812,3732.88
up,2.91805,3670
about,5.07076,3631.49
if,5.3585,3541.37
him,3.42958,3484.51
oh,4.71908,3289.82
at,4.03703,3217.1
now,5.25193,3202.61
come,3.32,3140.98
one,3.2271,3072.24
how,5.3585,3056.22
well,6.15778,2990.65
her,5.09208,2835.82
want,4.16,2759.18
think,4.75,2691.39
good,3.55,2610.14
see,3.06,2556.73
let,4.53,2419.24
why,3.97309,2248.76
who,3.81324,2222.94
as,6.10449,2217.02
his,3.68535,2124.78
will,7.53,2123.65
going,5.41179,2123.29
from,4.442,2039.06
when,4.23952,2034.1
back,5.30522,2009.16
okay,3.42958,2006.27
yes,2.3106,1996.76
gonna,5.94464,1996.16
time,5.16,1958.63
look,4.05,1947.27
take,4.37,1891.04
man,3.11,1845.75
where,4.09032,1830.22
them,4.90025,1778.82
would,5.28,1767.88
some,4.84696,1727.24
tell,4.26,1724.49
or,4.1436,1705.29
us,4.18623,1695.65
say,3.42,1639.78
really,5.94464,1500.16
something,5.04945,1500.16
down,4.93222,1490.27
then,6.74391,1489.53
little,3.95,1446.39
way,5.39,1424.73
our,4.34609,1400.49
make,4.68,1387.75
too,5.10273,1371.57
never,5.07076,1362.55
by,5.41179,1340.47
over,5.57164,1323.29
more,3.78126,1298.59
need,3.56,1294.9
mean,4,1243.98
very,4.90025,1241.25
off,3.83455,1179.51
sorry,3.44,1167.96
give,4.28,1167.82
thank,3.79,1115.24
love,5.17,1114.98
people,3.52,1102.98
please,3.48287,1100.96
sure,4.85,1099.82
any,5.99792,1099.37
thing,4.58,1088.67
only,4.95353,1083.71
because,4.442,1071.02
two,4.23952,1066.35
doing,5.89135,1029.25
much,4.58054,973.255
sir,6.37,964.471
maybe,4.49528,926.451
help,3.65,921.118
anything,6.11515,907.255
these,6.4242,904
god,4.34609,903.157
even,6.37092,875.922
night,3.61,866.039
call,4.74,861.392
talk,3.68,855
nothing,5.2093,853.608
into,6.52011,844.588
first,4.38871,840.569
find,5.78,830.961
wait,4.3,830.255
put,3.72,828.451
great,5.05,820.863
thought,5.89135,808.471
day,3.5,801.824
work,5.86,798.02
life,5.89,796.647
before,5.45441,794.137
better,5.01748,794
again,5.78478,792.706
still,5.26259,788.725
home,3.86652,774.333
guy,4.11,762.608
those,5.00682,753.02
than,5.45441,738.804
around,5.94464,736.725
other,5.33,735.392
away,5.07076,730.902
new,4.72,723.784
last,4.34609,723.098
ever,6.26435,709.216
stop,2.89,707.275
keep,4.42,702.863
must,4.58,699.235
big,2.89,682.824
after,5.99792,682.588
long,4.23952,675.157
always,6.26435,655.255
their,5.26259,655.157
everything,4.442,654.882
nice,3.95,649.51
name,3.68,641.863
money,5.11,640.765
feel,5.11,627.235
believe,5.78,625.137
thanks,3.53,623.314
old,3.72,608.941
place,4.95,602.667
fine,7.44,598.078
kind,4.89,590.686
hello,3.75995,585.431
lot,6.26435,569.922
leave,5.58,560.706
girl,4,557.118
hear,3.8,555.353
father,4.11,554.49
through,5.81675,549.529
every,4.19689,549.157
bad,2.79,545.176
listen,5.4,544.784
remember,5.63,542.471
three,3.68535,542.235
boy,3.67,529.824
coming,4.77237,527.02
wrong,4.22,523.098
stay,4.22,515.647
house,3.16,514
may,5.65,511.373
baby,3.84,509.373
another,5.04945,509.216
dad,2.58,507.255
enough,6.95705,501.333
show,6.21,488.353
course,7.3407,487.216
being,5.98726,485.902
care,5.65,485.255
mind,5.37,484.608
left,5.57164,484.451
ask,2.89,483.137
car,3.37,483.059
understand,6.17,482.451
mother,2.63,479.922
which,6.58406,477.235
try,3.44,476.745
shit,6.53,474.647
hell,5.11,470.824
miss,6.33,467.647
own,5.2093,459.196
world,5.32,455.216
guess,5.44,453.98
next,4.34609,452.745
kill,6.35,452.569
else,6.53077,449.157
dead,5.17,448.98
someone,4.92156,446.118
real,4.95,442.804
room,4.22,439.51
morning,4,439
hold,4.67,436.725
woman,4.95,434.627
yourself,4.95353,434.333
today,4.77237,433.804
mom,2.22,430.392
friend,3.57,419.294
move,4.62,418.137
same,5.62493,417.176
job,5.39,413
tonight,4.72974,412.686
son,3.78,410.765
best,4.09032,404.373
saw,5.3585,402.49
found,5.14536,396
pretty,4.09032,392.216
ready,5.53,387.804
whole,6.89,385.49
together,5.94464,383.392
minute,7.26,377.49
head,3.42,371.51
matter,7.56,370.588
haven,9.13,369.49
excuse,6.33,368.098
many,4.60185,359.431
idea,5.95,359.039
without,6.53077,354.647
play,4.1,354.529
family,3.38,354.255
meet,4.74,352.275
run,4.47,350.549
while,7.06362,349.431
wife,5.67,348.922
once,4.97485,344.882
live,6.1,344.588
somebody,5.30522,344.529
everybody,4.87894,344.216
use,4.5,343.843
myself,3.81324,342.549
yet,6.95705,341.725
start,4.37,340.098
kid,4.28,339.196
tomorrow,5.18799,335.961
happy,2.72,333.196
school,3.89,333.118
problem,6.06,330.059
watch,4.33,330.02
bring,4.42,327.157
fucking,10.74,325.549
actually,7.33005,322.333
business,7.47,321
hope,4.89,320.627
open,5,320.412
since,6.85048,314.98
looks,4.77237,311.49
sit,3.47,311.353
cause,5.84,310.039
alone,4.94,308.529
hard,4.39,307.843
stuff,5,306.922
turn,4.11,306.471
until,5.89135,302.471
few,5.99792,301.824
kids,3.86115,301.098
honey,5.44,300.49
both,4.77237,295.333
door,3.05,292.059
later,4.75105,291.941
saying,4.95353,291.647
such,6.4242,291.216
face,3.75,289.157
worry,6.61,287.02
ago,7.11691,286.118
five,4.50594,285.451
second,4.68,284.569
brother,3.63,283.941
damn,8.3,283.529
case,6.74,282.412
beautiful,5.72,279.725
hand,2.74,279.647
check,5.53,278.98
year,5.24,277.922
forget,4.78,277.059
hit,4.75,275
crazy,5.22,272.275
late,5.28,269.725
phone,4.11,269.725
nobody,5.25193,266.647
end,4.28,265.863
easy,5.43,265.706
doctor,4.6,263.941
shut,4.89,263.824
under,5.89135,261.922
part,5.11,261.51
deal,6,261.373
die,4.53,261.137
soon,4.82565,257.647
four,4.93222,255.784
anyone,5.3585,255.255
pay,5.5,254.608
happen,5.26,254.275
true,4.64448,253.353
each,4.95353,253.255
supposed,8.67,252.255
eat,2.78,251.882
jack,6.95705,251.588
mine,4.23952,250.98
town,5.11,247.922
afraid,4.42,247.667
drink,3.47,247.392
exactly,7.4899,247.196
whatever,6.13646,246.745
hurt,4,246.353
heart,5.17,244.176
young,4.61,243.176
everyone,4.82565,241.647
chance,7.78,241.235
read,4.11,241.216
number,3.94,240.941
change,4.26,240.353
anyway,6.30697,238.51
week,5.11,238.51
married,5.15602,238.49
point,4.55,236.529
police,5.05,236.157
word,4.42,235.549
fun,3.67,235.49
wish,3.79,235.118
bit,6.47,235.039
game,4.26,233.843
party,4.58,233.137
set,6,231.471
cut,4.43,229.765
sleep,2.79,227.941
shot,5.84,227.431
anybody,5.11339,226.922
ass,7.84,226.373
stand,4.39,226.196
water,2.37,225.059
trouble,4.56,223.549
dear,5.55033,223.431
couple,5.75,223.412
eyes,3.44348,221.549
break,5.3,221.078
story,3.89,220.784
far,4.87894,220.765
times,6.7,220.02
close,4.5,219.431
means,8.28918,218.353
funny,5.47,218.176
lady,3.68,217.078
death,5.37,216.686
walk,3.45,215.863
fire,3.25,215.49
hate,5.53,214.588
gun,5.58,213.196
rest,4.22,212.961
person,4.67,212.882
inside,4.77237,211.275
different,5.5,209.529
captain,6.06,208.275
important,5.79,207.588
also,6.63734,206.431
line,4.85,206.176
yours,4.50594,204.725
office,6.68,203.902
dinner,3.99,202.667
quite,7.43662,202.588
against,7.96947,201.725
fight,5.47,201.078
side,4.72,200.922
six,5.25193,199.529
half,5.45441,199.137
pick,5.26,198.392
question,6.16,198.353
ahead,5.45441,198.333
cool,4.58,195.882
body,4.28,195.529
high,4.58,195
husband,5.53,194.804
reason,7.84,193.294
almost,5.46507,193.275
dog,2.8,192.843
buy,5.56,192.431
truth,4.42,192.176
hot,3.37,189.843
behind,4.90025,187.863
speak,3.56,187.176
bed,2.89,187.118
moment,7.95,187.039
blood,4.89,186.118
ma,4.34609,185.804
shall,8.42,185.118
daddy,2.56,185.078
stupid,4.4,184.412
along,5.41179,182.941
either,6.275,182.51
though,7.31939,181.941
front,5.18799,181.549
sister,3.68,180.529
bye,3.28038,180.078
send,5.68,179.784
welcome,4.06,179.216
sometimes,6.37092,179
trust,6.55,178.176
free,5.21,177.529
book,3.68,176.98
answer,5.43,176.196
between,5.46507,175.137
children,4.09545,175.098
war,7.67,174.745
hurry,4.44,173.647
fact,6.47,172.569
bet,7,171.824
clear,5.8,171.824
white,4.06,171.451
glad,5.79,171.373
daughter,4.95,171.353
outside,3.57878,170.02
city,6.56,169.098
bitch,10.11,168.804
feeling,5.30522,168.176
black,3.56,167.941
full,4.24,166.902
till,6.90377,166.725
sick,4.05,165.431
light,4.05,165.196
shoot,5.53,164.941
news,6.16,164.686
lose,5.78,164.353
wonderful,6.47,164
save,5.44,162.314
hour,5.85,162.294
country,7.05,161.843
able,7.79,159.902
frank,10.5804,159.392
perfect,5.78,158.647
child,5.14536,157.647
order,6.26,156.569
alive,5.11,154.471
food,3.25,154.431
luck,6.53,153.725
hair,3.17,153.549
drive,5.26,153.137
promise,5.67,153.118
sex,9.79,152.176
music,3.81,151.647
power,7.48,149.02
sort,6.80785,148.706
special,5,148.569
serious,6.58,148.353
street,4.58,148.176
red,3.68,148.059
dance,4.63,148.039
hang,6.68,147.745
touch,5.16,147.725
team,6,147.608
company,6.84,147.196
pull,4.79,146.451
plan,6.78,145.725
sweet,4.53,145.196
ten,3.57878,145
coffee,4.94,144.529
lucky,5.89,143.451
sound,3.72,143.392
safe,5.11,143.196
date,5.84,141.529
president,6.89,140.667
himself,5.2093,140.549
seem,6.74,139.824
air,3.94,139.02
picture,4.05,138.451
lord,5.95,138.157
fast,3.73864,137.451
perhaps,7.59647,136.059
catch,4.61,135.51
ride,4.67,135.373
win,4.22,134.647
top,3.89,133.431
scared,3.79,133.392
dream,4.88,133.294
sign,4.32,133.275
meeting,5.72,132.392
sense,7.32,131.804
beat,6.15,131.686
control,7.26,130.627
drop,3.26,130.608
cold,3.95,130.157
darling,5.79,129.667
figure,7.53,129.373
king,5.42,129.255
poor,6.11,129.078
throw,4.14,128.824
write,4.89,126.804
cannot,4.82565,126.765
suppose,8.21,125.804
small,3.22,124.961
human,4.83,124.765
piece,4.89,124.49
boss,6.16,124.294
hospital,5.55,124.196
uncle,4.47,124.059
past,6.78,123.765
follow,5.11,123.196
movie,3.56,122.961
christmas,4.34609,122.431
straight,6.7972,122.431
clean,3.89,121.235
kiss,3.61,121.157
evening,5.84,120.686
million,6.47,120.49
lie,3.75,120.255
felt,6.10449,119.824
certainly,7.24479,118.961
step,4.11,118.667
learn,4.44,118.569
fall,4.71,118.51
bill,6.4242,118.451
class,4.95,117.353
quiet,4.15,117.216
wonder,7.63,116.98
goodbye,3.47221,116.51
law,8.33,116.314
become,5.85,115.569
general,8.05,115.392
rather,6.93574,114.216
possible,7.32,114.039
goddamn,7.69,114.02
unless,7.22348,113.686
mad,3.55,113.412
absolutely,7.08493,113.118
tired,4.62,112.647
murder,8.79,112.098
road,4.55,111.941
mike,6.77588,111.902
eye,3.75,111.784
except,6.47749,111.686
somewhere,6.26435,111.529
explain,6.5,111.176
none,5.57164,110.608
secret,5.39,109.51
wear,4.63,109.333
worth,7.08493,109.196
act,6.42,109.118
careful,5.09,108.824
quick,5.89,108.667
handle,6.3,108.412
pass,5.39,108.118
early,5.30522,108.039
report,6.6,108
state,6.39,107.843
busy,5.95,106.529
table,4.39,105.627
wake,5.63,105.216
ball,2.9,104.961
major,8.8,104.765
seven,5.3585,104.451
mouth,3.58,104.412
marry,5.83,104.353
fault,6.94,104.118
lunch,3.61,104.118
lieutenant,9.5,104.039
expect,8.7,103.902
mama,1.89,103.706
future,7.16,103.49
paper,4,103.353
officer,6.5,103.235
hotel,6.05,103.216
buddy,5.37,102.882
agent,9.55,102.647
blue,3.53,102.392
mistake,5.78,101.961
tv,3.47221,101.941
wedding,6,101.431
clothes,3.11,101.137
weird,5.61,101.098
court,8.39,100.725
floor,4.44,100.627
building,6.16,99.5686
earth,5.37,99.4902
dude,7.89,99.4314
finish,6.32,98.9216
ship,5.33,98.8824
club,5.89,98.7843
attention,6.78,98.6667
eight,5.3585,98.2353
pain,4.26,97.9412
sing,3.47,97.5882
blow,4,97.5686
choice,5.17,97.549
ray,6.73325,97.3725
birthday,2.85,97.2157
stick,3.89,97.1176
relax,7.11,96.7843
yesterday,4.58054,96.7647
honor,7.89,96.3137
colonel,9.62,96.2549
smart,5.5,96.2549
boat,3.84,95.7843
plane,4.95,95.5294
month,5.79,95.1765
lovely,7.26,95.1569
train,4,95.0588
fair,5.67,94.7451
worried,6.65,94.7255
security,8.06,94.3137
cover,5.42,94.2745
across,6.63734,94.1373
bag,4.28,94.0392
terrible,5.56,94.0196
song,4.26,93.6863
spend,6.44,93.2745
horse,4.15,92.8824
ring,4.53,92.7451
sell,7.05,92.2549
return,5.61,91.6863
personal,8.05,91.6667
message,6.32,91.5098
system,9.9,91.5098
afternoon,4.65,91.4902
bob,6.15778,91.4902
tough,5.47,90.5098
quit,5.26,90.098
count,2.61,89.9608
box,4.3,89.7451
present,4.83,89.451
charge,7.5,89.3922
information,7.19,89.3529
fool,7.56,89.3333
simple,6.89,89.3137
middle,4.69777,89.1961
calm,6.26,89.0392
surprise,5.47,88.902
dark,3.74,88.6078
swear,7.21,88.1569
land,5.22,88.1176
cute,4.26,87.7451
master,6.5,87.2549
dress,4.05,87.1961
key,3.58,86.8627
strong,4.58,86.8627
fix,5,86.7843
interesting,6.95,86.6863
strange,6.42,86.4314
rock,3.22,86.1569
voice,4.83,86.1569
cop,4.94,86.1373
window,4.74,86
bar,6.9,85.9804
interested,8.83,85.7647
appreciate,8.8,85.7451
army,7.15,85.6863
short,4.32,85.6275
record,6.3,85.5882
card,6.2,85.4314
certain,8.2,85.3725
college,8.37,85.1765
evidence,10.58,85
fly,3.05,85
bank,6.44,84.9804
test,6.26,84.0784
history,6.42,83.9216
born,4.68,83.6863
proud,5.44,83.6275
fish,4.05,83.4902
join,5.83,83.4314
lead,6.76,83.2549
smell,4.22,83.1373
near,5.41179,83.098
apartment,7.8,83.0392
enjoy,5.75,82.7843
letter,4.74,82.6078
situation,9.26,82.4902
trip,4.22,82.3922
mark,6.47749,82.0196
store,4.76,81.9216
amazing,5.22,81.7059
star,3.89,81.3529
accident,5.3,81.2941
imagine,6.06,81.0392
doc,8.53,80.8235
ought,9.62,80.7451
pleasure,8.21,80.7451
list,5.58,80.5882
rich,6.32,80.3922
service,8,79.9216
entire,7.22,79.8039
difference,7.35,79.7255
judge,8.85,79.6667
ice,3.86,79.549
lawyer,7.78,79.5098
fat,5.15,79.4314
alright,6.275,79.2941
instead,6.67997,79.2745
age,4.38,79.1961
station,7.11,79.0784
realize,8.23,79.0588
gold,7.1,78.9412
seat,4.58,78.7843
hundred,5.47,78.7255
summer,4.33,78.6667
angel,4,78.2745
mess,4.28,78.1373
chief,7.53,77.902
radio,5.17,77.1765
hungry,3.63,77.0784
marriage,7.17,77.0588
brain,5.76,77.0196
soul,6.17,76.9608
forgive,5.44,76.8039
drunk,9.26,76.549
deep,5.47,76.3922
girlfriend,6.26,76.098
slow,4.15,76.0196
private,6.16,75.9608
during,6.7972,75.9216
attack,6.58,75.549
beer,6.11,75.4902
definitely,7.29417,75.451
partner,5.85,75.2157
area,6.58,74.9216
dangerous,5.6,74.8431
offer,7.48,74.7059
scene,8.17,74.6471
third,4.58054,74.5294
upset,5.26,74.5098
bus,3.85,74.1765
owe,8.61,74.1569
group,5.94,73.7647
kick,4.06,73.4118
evil,6.71,73.1569
joke,5.2,73.0196
fell,3.28038,73
truck,3.79,72.8627
teach,4.67,72.8431
green,3.79,72.4706
ground,4.89,72.4706
cash,4.84,72.4314
forward,4.23952,72.3333
honest,5.46,72.3333
boyfriend,6.89,72.2353
park,4.47,72.1176
position,8.72,72.0784
single,6.68,72.0784
respect,8.5,71.451
crime,7.67,71.2353
public,8.47,71.0784
mommy,2.5,70.9216
congratulations,7.25,70.902
grab,5.37,70.8627
art,6.21,70.8039
favor,6.94,70.7647
upstairs,3.86115,70.7255
wall,3.79,70.6863
force,6,70.6667
jail,5.74,70.6275
push,4.26,70.549
prove,7.84,70.3922
normal,5.53,70.3725
machine,6.53,70.2549
protect,6.79,70.2549
field,6.1,70.1961
jump,2.84,69.8235
nose,2.95,69.7451
hide,4.47,69.6863
church,5.15,69.6667
sun,3.4,69.6667
peace,6.32,69.6078
professor,10.89,69.5686
share,4.84,69.5098
bullshit,10,69.3529
thousand,6.6,69.2941
fear,4.79,69.0784
tape,4.42,68.8431
suit,6.67,68.6078
pictures,5.11,68.1765
holy,5.55,68.1373
gas,5.32,67.7843
relationship,9.11,67.6863
neither,6.74391,67.6667
nine,3.2271,67.4706
pop,4.48463,67.4706
bother,6.5,67.3725
nervous,6.79,67.1569
whether,7.10625,67.1373
round,4.75,66.5294
dirty,4.55,66.451
cat,3.68,66.3333
breakfast,3.47,66.2941
idiot,6.5,66.2157
space,5.67,66.0588
prison,7.5,66.0392
carry,5.16,65.902
bastard,10.45,65.6471
cry,2.78,65.6471
smoke,4,65.4314
arm,3.26,65.4118
film,6.95,65.2549
government,8.5,65.2353
tree,3.57,65
foot,3.44,64.9216
contact,7.78,64.8039
knock,4.63,64.6863
agree,7.68,64.6667
pardon,7.83,64.6471
gift,5.05,64.5098
south,6.06,64.4706
hat,3.33,64.1765
board,6.37,64.1569
sake,8.74,64.1569
sweetheart,6.26,64.1569
north,6.55,63.8824
department,9.84,63.8431
patient,7.05,63.6471
awful,6.26,63.4118
sad,3.24,63.3725
roll,4.47,63.2745
beginning,5.4,63.1176
grand,6.68,63.0196
sergeant,9,62.9412
killer,6.48,62.8627
laugh,3.79,62.8627
doubt,8.79,62.8431
upon,6.17909,62.7255
double,5.58,62.7059
twice,5.89135,62.5686
plenty,5.76347,62.3137
guilty,8.05,62.2941
race,6,61.902
crap,6.5,61.7843
chicken,3.26,61.7255
bathroom,3,61.6667
asshole,9.52,61.6078
spot,5.39,61.5686
weekend,4.79,61.1373
detective,6.58,61.1176
action,6.67,61.0784
sheriff,6,61.0784
glass,4.47,60.7059
type,6.58,60.6471
experience,8.95,60.549
west,5.89,60.549
obviously,8.21458,60.4314
wine,7.9,60.3529
press,6.4,60.1961
difficult,5.85,60.1569
brown,4.19689,60.1176
nick,7.58581,60.0392
rid,6.79,59.8431
sea,4.74,59.8431
arms,3.73864,59.8039
flight,7.47,59.6863
arrest,7.47,59.549
neck,3,59.5098
grow,4.79,59.4902
mention,8.06,59.4706
favorite,5.72,59.451
wind,3.89,59.3725
notice,7.35,59.2549
admit,7.56,59.1961
extra,6.11,59.1569
within,7.64976,59.1569
low,4.7,59.1373
impossible,7.32,59.1176
gay,9.32,59.0784
computer,9.7,59.0392
angry,4.45,58.9804
bunch,4.89,58.8824
blame,6.48,58.7843
pants,3.2271,58.7451
visit,5.79,58.6863
clock,4.42,58.6275
tea,5.47,58.6275
fellow,8.89,58.5686
kitchen,3.68,58.3137
lay,5.83807,58.2353
hole,5.05,58.2157
guard,6.25,58.1961
smile,3.51,58
fit,5.74,57.5882
pal,5.74,57.5882
bear,3.58,57.4118
often,6.53077,57.3529
wild,6.11,57.3137
silly,4.17,57.098
camera,6,57
begin,4.84,56.9804
reach,4.89,56.9216
beach,4.8,56.6275
heaven,4.22,56.6078
lock,5.74,56.5686
leg,3,56.5098
quickly,6.31763,56.4902
suddenly,7.38333,55.9608
writing,4.77237,55.9216
track,6.94,55.7451
teacher,4.55,55.7255
ridiculous,7,55.6078
river,4.9,55.4706
dare,6.63,55.4118
burn,4.72,55.2157
aunt,3.8,55.1961
raise,6.72,55.1961
decision,7.57,55.0588
surprised,6.63,55.0588
cross,4.74,55.0392
cost,5.67,54.9216
queen,4.42,54.6863
fresh,6.22,54.5098
innocent,5.95,54.5098
emergency,5.94,54.4314
dancing,4.09032,54.3922
medical,8.68,54.3922
cell,10,54.3529
bomb,8,53.6471
note,6.4,53.549
shop,5.78,53.549
sweetie,6.55,53.549
band,6.16,53.4118
price,7.35,53.3725
steal,6.17,53.3333
waste,6.5,53.2549
stole,6.05121,53.1569
code,8.11,53.1176
pressure,8.95,53.1176
rose,6.11,53.0196
dick,10.89,53
accept,6.74,52.7843
further,6.67997,52.7451
excellent,7.37,52.7059
magic,5.52,52.6863
corner,5.21,52.5294
consider,9.33,52.4706
ourselves,8.12932,52.4706
herself,6.90377,52.451
address,5.15,52.2745
copy,6.06,52.2745
warm,4.65,52.1373
pregnant,6.76,52.0196
hall,5.35,51.9412
treat,4.61,51.8824
everywhere,5.61427,51.7843
van,5.19864,51.7843
complete,6.58,51.6863
cup,3.57,51.6471
level,6,51.6275
witness,8.74,51.3922
taste,4.26,51.3137
motherfucker,9.74,51.2941
hardly,7.54319,51.2353
camp,5.78,51.2157
beg,5.78,50.9804
duty,7.15,50.9608
interest,7.37,50.9412
tight,5.25193,50.9216
bottle,3.56,50.7451
support,8.53,50.7255
decide,7.2,50.4118
moon,4.83,49.9608
bottom,5.28,49.9216
conversation,7.79,49.8627
hero,6.47,49.8431
asleep,4.47,49.8235
final,6.58,49.6667
continue,7.53,49.549
east,6.94,49.549
match,5.72,49.4314
apologize,5.67,49.3725
trial,9.16,49.3725
spirit,7.11,49.3529
willing,8.58,49.2549
chair,3.43,49.2353
risk,7.58,49.0392
study,6.58,49.0392
rain,3.6,48.902
above,4.54857,48.8824
cousin,4.95,48.8431
cream,5.95,48.7059
excited,6.21,48.6078
memory,6.4,48.5686
breathe,4.11,48.5098
enemy,7.26,48.5098
huge,4.9,48.3725
search,8.72,48.3725
beauty,5.05,48.2353
rule,4.72,48.1373
build,4.45,48.0784
choose,4.74,48.0588
advice,8.61,47.9804
immediately,6.76522,47.9608
victim,9.39,47.7255
coach,6.89,47.6275
crew,7.56,47.5294
saturday,5.48088,47.5098
driver,4.95,47.3725
heavy,4.05,47.2941
trick,6.05,47.2745
empty,4.79,47.2353
comfortable,7.17,47.2157
destroy,6.7,47.1765
mission,9.95,47.0588
plus,6.37092,47.0392
apart,6.63734,47.0196
pool,5.15,46.9804
dumb,4.5,46.9608
knife,4.15,46.8039
weapon,6.95,46.6471
restaurant,5.95,46.5294
shirt,3.53,46.3725
faith,7.62,46.3333
simply,7.91618,46.3137
dig,4.19,46.2157
size,4.84,46.1373
necessary,7.55,45.9804
themselves,5.94464,45.9412
blind,7,45.8235
credit,9.42,45.8235
center,6.57,45.7843
bridge,5.58,45.7059
practice,6.24,45.6863
discuss,7.89,45.6667
mister,6.39,45.6078
grandma,2.58,45.5882
cook,4.22,45.5686
stage,6.32,45.5686
strike,7.75,45.5686
ticket,5.32,45.5686
animal,2.89,45.4902
bird,3.52,45.451
sight,5.44,45.3137
following,6.21106,45.2941
somehow,8.02275,45.2941
drug,8.11,45.2157
career,9.95,45.1961
nature,6.16,45.1569
however,7.13822,45.0784
prince,5.26,45.0784
cake,3.26,45.0588
responsible,10.15,45.0588
famous,6.84,45.0196
nurse,5.84,44.9804
correct,5.37,44.9412
breath,5.81,44.9216
sky,4.17,44.8039
hearing,6.05121,44.7255
account,8.26,44.7059
common,6.94,44.6078
due,7.53,44.6078
afford,7.47,44.4314
tie,4.74,44.4314
bright,6.58,44.4118
allow,5.32,44.3725
belong,6.47,44.3725
concerned,8.79,44.3333
escape,6.6,44.2745
suspect,8.58,44.1961
file,8.21,44.0392
skin,4.48,44.0392
madam,8.42,44
fill,5.06,43.9412
operation,7.84,43.9412
desk,5.56,43.902
aye,9.68524,43.8431
pack,6.55,43.8235
deserve,7.94,43.7255
danger,4.61,43.6667
meat,4.42,43.6471
command,8.67,43.6275
perfectly,6.15778,43.2549
sunday,5.44013,43.2549
whoever,6.47749,43.1961
beyond,6.31763,43.1373
student,5.94,43.0392
dry,4.11,42.8235
form,7.58,42.7451
main,6.55,42.7255
heads,5.74215,42.6863
program,8.2,42.6275
papa,3.05,42.5882
milk,3.37,42.5294
horrible,5.81,42.4314
feed,4.17,42.3922
natural,8.5,42.3529
grace,7.28742,42.2941
battle,6.95,42.2549
ugly,4.17,42.1569
coat,3.58,42.0784
although,8.07603,42.0196
settle,8.26,42.0196
opinion,8.42,42
terrific,6.05,41.9216
according,8.44903,41.8627
gentleman,6.89,41.8627
loose,7.71,41.7843
local,8.79,41.7255
lonely,5.8,41.6667
shame,6.55,41.5686
otherwise,8.28918,41.549
large,5.74,41.451
devil,5,41.3333
video,8.06,41.2745
speed,5.11,41.2549
military,8.2,41.2353
shower,4.72,41.1176
oil,7.33,41.0784
opportunity,9.72,41
chest,5.05,40.9804
bite,3.58,40.7843
wash,4,40.7255
stone,4.44,40.6275
block,4.79,40.5294
indeed,7.73501,40.4902
draw,4.11,40.4118
attorney,10.95,40.3922
pretend,4.56,40.3137
health,7.56,40.2745
heat,5.33,40.0784
manager,9.4,39.9608
guest,6.21,39.9412
loud,4.53791,39.8235
fantastic,7.21,39.7843
itself,6.4242,39.7843
shake,5.26,39.6275
lab,8.71,39.6078
princess,3.95,39.5882
island,7.41,39.5686
color,4,39.4314
bell,3.89,39.3333
naked,4.68,39.2549
suggest,8.67,39.2353
wet,2.47,39.2157
pig,3.84,39.1373
nowhere,5.41179,39.1176
merry,5.89,39.098
cheese,4.33,39.0392
downstairs,3.91208,38.9216
soldier,6.94,38.9216
monster,4.58,38.8627
several,6.76522,38.7843
planet,6.67,38.7255
insane,7.96,38.6863
spoke,6.23237,38.6275
butt,3.73,38.5686
view,5.63,38.5294
bloody,5.83,38.4706
opening,6.28,38.4314
split,6.25,38.3137
jealous,7.42,38.2745
bullet,6.7,38.2353
character,6.47,38.1569
national,6.89,38.1569
airport,6.84,38.0392
speech,6.22,38.0392
hook,6.26,38
condition,8.42,37.9608
target,7.58,37.9608
serve,7.17,37.9412
incredible,8.8,37.8039
player,6.89,37.7647
signal,6.67,37.7647
sugar,3.95,37.7647
total,6.83,37.6471
hill,3.47,37.549
football,4.84,37.5294
page,5.16,37.4902
screw,6.65,37.4902
justice,9.47,37.451
project,9,37.3922
rough,6.21,37.3922
crowd,7.14,37.3725
meaning,6.1,37.3333
pair,5.94,37.2549
science,7.32,37.2549
usual,8.89,37.2353
commander,8.19,37
subject,7.3,36.9608
remind,8.15,36.9216
strength,6.21,36.9216
mail,4.65,36.8431
paint,4.45,36.8039
freak,8.02,36.7451
bedroom,3.9,36.7059
neighborhood,6.47,36.6863
finger,3.43,36.6667
personally,8.40455,36.6667
spell,5.06,36.6471
ghost,5.06,36.5882
majesty,7.63,36.5294
peg,6.82917,36.4118
fake,5.83,36.3333
release,8.53,36.2941
weight,6.53,36.2745
cheap,7.11,36.2353
market,7.16,36.2353
pray,5.79,36.2157
